complexity,simplicity,informativity,comm_cost,iff,sav,dlsav,deontic_priority,dp_trivial,dp_nontrivial,epistemic_priority,circ_priority,dp_restricted,dp_medium,optimality,natural,dominant,name
6,,0.5416666666666666,0.4583333333333333,1.0,1.0,True,True,True,False,True,True,True,True,0.9999501973431156,False,True,sampled_lang_59556
11,,0.8333333333333333,0.1666666666666667,1.0,1.0,True,True,True,False,True,True,True,True,0.9999715416216955,True,True,Javanese-Paciran
2,,0.3333333333333333,0.6666666666666666,1.0,0.5,False,True,True,False,True,True,True,True,0.9999950380534364,False,True,sampled_lang_37550
7,,0.5601851851851852,0.4398148148148147,1.0,1.0,False,True,True,False,True,True,True,True,0.999996038638196,False,True,sampled_lang_57836
4,,0.4999999999999999,0.5,1.0,1.0,True,True,True,False,True,True,True,True,0.9999605319704072,False,True,sampled_lang_56061
8,,0.6666666666666666,0.3333333333333333,1.0,1.0,True,True,True,False,True,True,True,True,0.9999429563900206,False,True,sampled_lang_44565
10,,0.7083333333333333,0.2916666666666667,1.0,1.0,True,True,True,False,True,True,True,True,0.9999407979556107,False,True,sampled_lang_37819
3,,0.375,0.625,1.0,0.6666666666666666,False,True,True,False,True,True,True,True,0.9999881423423732,False,True,sampled_lang_53363
8,,0.6666666666666666,0.3333333333333333,1.0,1.0,True,True,True,False,True,True,True,True,0.9999429563900206,False,True,sampled_lang_53376
3,,0.375,0.625,1.0,0.6666666666666666,False,True,True,False,True,True,True,True,0.9999881423423732,False,True,sampled_lang_61458
8,,0.6666666666666666,0.3333333333333333,1.0,1.0,True,True,True,False,True,True,True,True,0.9999429563900206,False,True,sampled_lang_61640
8,,0.6666666666666666,0.3333333333333333,1.0,1.0,False,True,True,False,True,True,True,True,0.9999429563900206,False,True,sampled_lang_38085
6,,0.5416666666666666,0.4583333333333333,1.0,1.0,True,True,True,False,True,True,True,True,0.9999501973431156,False,True,sampled_lang_64891
4,,0.4999999999999999,0.5,1.0,1.0,True,True,True,False,True,True,True,True,0.9999605319704072,False,True,sampled_lang_42787
4,,0.4999999999999999,0.5,1.0,1.0,True,True,True,False,True,True,True,True,0.9999605319704072,False,True,sampled_lang_49223
3,,0.3749999999999999,0.625,1.0,0.6666666666666666,False,True,True,False,True,True,True,True,0.9999881423423732,False,True,sampled_lang_56496
